id%%genero
1%%Shooter
17600%%Role-Playing
2%%Shooter
17602%%Action
17605%%Sandbox
17607%%Puzzle
17606%%Shooter
17609%%Strategy
9%%Shooter
17608%%Role-Playing
10%%Flight Simulator
17611%%Construction and Management Simulation
11%%Shooter
17610%%Platform
17613%%Adventure
12%%Sandbox
17612%%Strategy
13%%Shooter
17615%%Adventure
14%%Shooter
17614%%Adventure
18%%Racing
17620%%Strategy
21%%Role-Playing
23%%Shooter
22%%Shooter
17624%%Shooter
24%%Shooter
17626%%Role-Playing
27%%Adventure
29%%Shooter
17628%%MMO
17629%%Stealth
28%%Racing
31%%Fighting
30%%Role-Playing
17631%%Strategy
17635%%Puzzle
32%%Role-Playing
17633%%Shooter
17639%%Fighting
17638%%MMO
39%%Role-Playing
36%%Shooter
17637%%Strategy
37%%Action
17643%%Platform
17641%%Puzzle
40%%Platform
46%%Adventure
17647%%Strategy
17646%%Music
47%%Racing
17645%%Action
45%%Shooter
17650%%Sports
17651%%Role-Playing
49%%Action
17654%%Shooter
55%%Strategy
54%%Shooter
53%%Adventure
17653%%Role-Playing
17659%%Fighting
58%%Shooter
57%%Shooter
63%%Racing
17663%%Role-Playing
62%%Sports
61%%Adventure
70%%Adventure
17537%%Adventure
64%%Stealth
17536%%Platform
66%%Adventure
67%%Adventure
17549%%Strategy
17548%%Strategy
77%%Racing
78%%Action
79%%Construction and Management Simulation
17545%%Adventure
72%%Adventure
73%%Role-Playing
17544%%Action
74%%Shooter
17547%%Role-Playing
75%%Horror
17546%%Adventure
85%%Shooter
86%%Shooter
80%%Strategy
82%%Shooter
17564%%Strategy
92%%Shooter
95%%Racing
94%%Racing
17562%%Shooter
90%%Shooter
17563%%Puzzle
102%%Action
17575%%Shooter
103%%Fighting
100%%Action
17573%%Horror
101%%Shooter
17572%%Platform
98%%Shooter
96%%Adventure
97%%Shooter
17583%%Strategy
111%%Strategy
17582%%Strategy
109%%Adventure
17580%%Adventure
106%%Shooter
17579%%Action
17578%%Role-Playing
17577%%Adventure
105%%Action
17576%%Strategy
17590%%Strategy
17591%%Shooter
17588%%Life Simulation
17589%%Adventure
17586%%Action
17599%%Strategy
124%%Strategy
17594%%Shooter
17484%%Shooter
17485%%Shooter
152%%Shooter
153%%Strategy
154%%Shooter
156%%Shooter
158%%Puzzle
159%%Action
144%%Puzzle
146%%Shooter
147%%Action
148%%Stealth
149%%Role-Playing
151%%Strategy
170%%Platform
169%%Racing
168%%Puzzle
163%%Adventure
165%%Action
164%%Shooter
186%%Shooter
187%%Shooter
190%%Adventure
191%%Shooter
179%%Puzzle
180%%Adventure
181%%Strategy
201%%Adventure
197%%Role-Playing
17413%%Shooter
17414%%Shooter
17408%%Stealth
193%%Action
17409%%Adventure
192%%Strategy
17410%%Role-Playing
17411%%Strategy
194%%Shooter
220%%Strategy
17436%%Adventure
221%%Strategy
17439%%Strategy
17433%%Adventure
217%%Strategy
17435%%Adventure
218%%Strategy
17434%%Adventure
219%%Shooter
235%%Role-Playing
17451%%Role-Playing
234%%Strategy
233%%Adventure
17446%%Action
17447%%Fighting
17444%%Racing
17442%%Platform
17443%%Action
17440%%Adventure
17441%%Role-Playing
17872%%Puzzle
17886%%Flight Simulator
17887%%Racing
17884%%Platform
17885%%Flight Simulator
17859%%Music
17858%%Sports
17857%%Action
17863%%Action
17862%%MMO
17861%%Shooter
17860%%Action
17867%%Puzzle
17871%%Adventure
17870%%Shooter
17869%%Adventure
17868%%Adventure
17904%%Shooter
17905%%Role-Playing
17906%%Strategy
17907%%Role-Playing
17908%%Role-Playing
309%%Shooter
17909%%Strategy
308%%Shooter
17910%%Adventure
311%%Shooter
17911%%Role-Playing
310%%Shooter
17912%%Role-Playing
313%%Fighting
17913%%Role-Playing
17914%%Music
17916%%Sports
319%%Adventure
17918%%Strategy
17919%%Role-Playing
318%%Adventure
17891%%Platform
17893%%Action
17892%%Racing
17895%%Puzzle
17894%%Role-Playing
17897%%Adventure
17896%%Flight Simulator
17899%%Adventure
17898%%Action
17901%%Role-Playing
17900%%Strategy
17903%%Role-Playing
17902%%Puzzle
17814%%Adventure
17812%%Shooter
17810%%Sandbox
17808%%Shooter
17809%%Adventure
17822%%Adventure
17820%%Puzzle
17821%%Strategy
17818%%Racing
17819%%Shooter
17816%%Strategy
17817%%MMO
320%%Life Simulation
17807%%Platform
17806%%Sports
17805%%Platform
17804%%Platform
17802%%Strategy
17844%%Puzzle
17845%%Adventure
17843%%Adventure
17829%%Platform
17828%%Fighting
17825%%Adventure
17824%%Adventure
17836%%Role-Playing
17832%%Life Simulation
17834%%Sports
17755%%Racing
17753%%Sandbox
17756%%Shooter
17747%%Strategy
17744%%MMO
17738%%MMO
17739%%Shooter
17736%%Puzzle
393%%Shooter
17737%%Shooter
17743%%Action
17740%%Adventure
17730%%Adventure
17728%%Shooter
17734%%Strategy
17735%%Racing
17768%%Platform
17769%%Horror
427%%Shooter
17763%%Adventure
17765%%Strategy
17689%%Adventure
17684%%Role-Playing
17683%%Construction and Management Simulation
17682%%Construction and Management Simulation
17681%%Construction and Management Simulation
17680%%Sports
17677%%Adventure
17675%%Strategy
17670%%Shooter
17668%%Action
17669%%Stealth
17724%%Strategy
17726%%Role-Playing
17721%%Shooter
17720%%Platform
17722%%Strategy
17717%%Racing
17716%%Shooter
17713%%Platform
17712%%Strategy
17708%%Life Simulation
17709%%Action
17710%%Role-Playing
17711%%Puzzle
17704%%Action
17705%%Adventure
17706%%Role-Playing
17707%%Adventure
17700%%Shooter
17701%%Racing
17702%%Puzzle
17703%%Strategy
17698%%Racing
17699%%Platform
18151%%Stealth
18150%%Stealth
18149%%Stealth
18148%%Stealth
18147%%Action
18153%%Platform
18152%%Sports
18166%%Platform
18167%%Platform
18164%%Shooter
18165%%Adventure
18162%%Shooter
18163%%Shooter
18161%%Adventure
18175%%Puzzle
18172%%Shooter
18173%%Shooter
18171%%Shooter
18168%%Platform
18169%%Platform
18118%%Shooter
18123%%Strategy
18128%%Racing
18130%%Action
18083%%Role-Playing
18082%%Adventure
18081%%Adventure
18080%%Adventure
18087%%Fighting
18085%%Role-Playing
18084%%Role-Playing
18091%%Racing
18090%%Racing
18094%%Action
18092%%Racing
18098%%Shooter
18099%%Strategy
18096%%Life Simulation
18097%%Shooter
18102%%Strategy
18103%%Construction and Management Simulation
18100%%Sports
18101%%Fighting
18104%%Action
639%%Adventure
638%%Shooter
18109%%Action
18051%%Action
18050%%Shooter
18054%%Flight Simulator
18057%%Puzzle
18056%%Shooter
18060%%Adventure
18062%%Shooter
18064%%Adventure
18071%%Action
18072%%Action
18073%%Strategy
18074%%Puzzle
18076%%Puzzle
18077%%Puzzle
18078%%Role-Playing
18079%%Role-Playing
18030%%Adventure
18031%%Puzzle
18028%%Strategy
18027%%Puzzle
18047%%Adventure
18045%%Adventure
18044%%Shooter
18042%%Action
18041%%Sports
18036%%Strategy
18035%%Strategy
18034%%Adventure
18032%%Adventure
649%%Shooter
648%%Shooter
650%%Role-Playing
645%%Shooter
17988%%Role-Playing
647%%Shooter
646%%Shooter
641%%Action
640%%Shooter
643%%Shooter
17987%%Shooter
18013%%Action
18012%%Action
18014%%Action
18011%%Adventure
18010%%Strategy
18006%%Adventure
747%%Shooter
746%%Role-Playing
745%%Shooter
17961%%Puzzle
751%%Shooter
750%%Strategy
17967%%Role-Playing
749%%Strategy
748%%Strategy
17954%%Adventure
17955%%Adventure
17952%%Adventure
17953%%Adventure
17958%%Adventure
17956%%Platform
17957%%Adventure
762%%Strategy
763%%Role-Playing
760%%Shooter
17977%%Strategy
761%%Strategy
17976%%Strategy
766%%Strategy
767%%Shooter
17982%%Shooter
764%%Puzzle
765%%Strategy
754%%Adventure
17971%%Action
755%%Shooter
17970%%Action
752%%Shooter
17969%%Racing
753%%Shooter
17968%%Shooter
758%%Role-Playing
759%%Role-Playing
17974%%Strategy
756%%Strategy
757%%Role-Playing
17920%%Fighting
17921%%Stealth
17922%%Strategy
17923%%Sports
17924%%Stealth
17925%%Puzzle
17950%%Adventure
18420%%Fighting
820%%Action
18423%%Action
817%%Shooter
816%%Adventure
818%%Role-Playing
829%%Shooter
828%%Strategy
830%%Strategy
825%%Racing
824%%Shooter
18425%%Sports
827%%Shooter
826%%Adventure
804%%Strategy
805%%Strategy
806%%Strategy
807%%Role-Playing
800%%Shooter
801%%Strategy
802%%Strategy
803%%Strategy
814%%Stealth
815%%Sandbox
808%%Strategy
809%%Sandbox
810%%Racing
811%%Shooter
791%%Shooter
790%%Life Simulation
789%%Life Simulation
788%%Life Simulation
787%%Strategy
786%%Role-Playing
785%%Role-Playing
784%%Vehicle Simulation
18398%%Sports
799%%Shooter
798%%Shooter
797%%Shooter
796%%Shooter
795%%Shooter
794%%Shooter
793%%Shooter
792%%Shooter
774%%Strategy
772%%Strategy
773%%Strategy
770%%Shooter
771%%Strategy
